DOB,M_STATUS,SALARY,EDU_DATA,EMP_DATA,REL_ORIEN,FAV_TV,PREF_CAR,GENDER,FAV_CUIS,FAV_MUSIC,ENDU_LEVEL,FAV_SPORT,FAV_COLR,NEWS_SOURCE,DIST_FRM_COAST,MNTLY_TRAVEL,GEN_MOVIES,FAV_SUBJ,ALCOHOL,FAV_SUPERHERO,Dist_Coast,Class
8/20/1995,Divorced,100k-300k,High-School,Employed,Agnostic,Big Bang Theory,Nissan,Male,Thai,Country,12 to 15,Swimming,Blue,CNN,25-40 KM,1000-1500 KM,Horror,Economics,Non Drinkers,superman,1493.0,x
6/22/1986,Married,1M-2Million,Post-Graduate,Self-Employed,Believer,Breaking Bad,Rolls Royce,Male,Chinese,Classical,10 to 12,Rugby,purple,Associated Press,0-10 KM,1500-2000 KM,Drama,Physics,Beer,Batman,1144.0,x
12/12/1980,Unmarried,100k-300k,High-School,Employed,Believer,Big Bang Theory,Ford,Male,NOISE,Country,12 to 15,Basketball,Blue,CNN,25-40 KM,1000-1500 KM,Romantic,Commerce,Non Drinkers,Ironman,49.0,x
7/7/1979,Unmarried,700k-1 Million,Graduate,Employed,Believer,sherlock,audi,Male,Chinese,Heavy Metal,1 to 3,Soccer,Black,Fox News,10-25 KM,250-500 KM,Horror,Chemistry,Non Drinkers,spiderman,1319.0,x
11/2/1965,,300k-500k,,Employed,Agnostic,Narcos,Ford,Male,Lebanese,Country,12 to 15,volleyball,purple,Associated Press,10-25 KM,2000+ KM,Horror,Physics,Gin,spiderman,422.0,y
9/26/1991,Unmarried,300k-500k,Post-Graduate,Employed,Believer,Friends,Audi,Female,French,Rap,6 to 10,Soccer,Black,Fox News,40-60 KM,1500-2000 KM,Thriller,Biology,,Thor,1483.0,x
5/8/1970,Married,0-100K,Graduate,Employed,Agnostic,Breaking Bad,GM,Male,Mexican,Hip-Hop,15-18,Swimming,purple,Associated Press,10-25 KM,1500-2000 KM,Thriller,Maths,Beer,Thor,643.0,y
2/10/1982,Married,500k-700k,High-School,Self-Employed,Agnostic,Breaking Bad,Daimler-Benz,Female,Mediterranean,Rock,20+,Swimming,Red,Huffington Post,40-60 KM,1000-1500 KM,Thriller,Maths,wine,Thor,9240.0,x
5/28/1974,Unmarried,300k-500k,High-School,Self-Employed,Believer,Flash,Ford,Male,Lebanese,Heavy Metal,3 to 5,Basketball,Green,New York Times,0-10 KM,0-250 KM,Romantic,English,wine,Ironman,1015.0,x
6/1/1978,Married,300k-500k,Post-Graduate,Employed,Believer,Prison Break,Wolkswagen,Male,Mexican,Rap,6 to 10,Rugby,White,Fox News,0-10 KM,0-250 KM,Thriller,Biology,Whiskey,Thor,614.0,y
2/24/1983,Married,100k-300k,High-School,Self-Employed,Atheist,Breaking Bad,suzuki,Male,Lebanese,Country,12 to 15,Baseball,Red,Huffington Post,40-60 KM,1000-1500 KM,Historical,Commerce,Beer,The hulk,542.0,y
7/17/1968,Divorced,100k-300k,Post-Graduate,Unemployed,Agnostic,Prison Break,Suzuki,Male,Chinese,Heavy Metal,1 to 3,Swimming,White,MSN,10-25 KM,250-500 KM,Historical,Civics,,The hulk,1105.0,x
9/20/1969,Unmarried,0-100K,Post-Graduate,Unemployed,Believer,Friends,GM,Female,Mediterranean,Rap,6 to 10,Soccer,Green,New York Times,10-25 KM,250-500 KM,Drama,Chemistry,Vodka,Batman,569.0,y
8/28/1984,,,High-School,Self-Employed,Believer,Prison Break,Ford,Female,Indian,Rap,6 to 10,Basketball,Green,New York Times,10-25 KM,250-500 KM,Action,Biology,Whiskey,wonder woman,1289.0,y
3/1/1987,Unmarried,0-100K,Post-Graduate,Unemployed,Believer,Friends,GM,Male,Chinese,Heavy Metal,1 to 3,Soccer,Black,Fox News,40-60 KM,2000+ KM,Action,Biology,Beer,wonder woman,422.0,y
6/28/1978,Married,100k-300k,Post-Graduate,Self-Employed,Believer,Prison Break,Suzuki,Female,French,Rap,6 to 10,Basketball,White,MSN,0-10 KM,0-250 KM,Action,Biology,Whiskey,wonder woman,79.0,y
12/7/1971,Unmarried,100k-300k,Graduate,Self-Employed,Believer,Narcos,Honda,Male,Lebanese,Classical,12 to 15,Soccer,Blue,CNN,25-40 KM,250-500 KM,Horror,Economics,Gin,superman,1058.0,y
10/20/1989,Unmarried,,Graduate,Self-Employed,Agnostic,Narcos,Ford,Male,Thai,Country,12 to 15,volleyball,Orange,Reuters,60-80 KM,250-500 KM,Romantic,Commerce,Gin,Ironman,278.0,x
4/19/1989,Married,700k-1 Million,High-School,Unemployed,believer,sherlock,Audi,Female,Indian,Rap,6 to 10,Rugby,Yellow,BBC,10-25 KM,250-500 KM,Comedy,Art,Non Drinkers,Thor,979.0,x
1/19/1970,Married,100k-300k,High-School,Self-Employed,Agnostic,Breaking Bad,Nissan,Male,Thai,Country,12 to 15,Cricket,Blue,Huffington Post,40-60 KM,1000-1500 KM,Action,Physics,Beer,wonder woman,274.0,y
6/16/1993,Divorced,500k-700k,Post-Graduate,Self-Employed,Agnostic,Game of Thrones,Toyota,Female,Mediterranean,Rock,18-20,Swimming,Blue,Huffington Post,40-60 KM,1000-1500 KM,Action,Physics,Vodka,wonder woman,770.0,x
5/1/1989,Unmarried,500k-700k,Graduate,Unemployed,Believer,friends,BMW,Male,Chinese,Heavy Metal,1 to 3,Soccer,Black,Fox News,40-60 KM,2000+ KM,Action,Biology,Beer,wonder woman,1304.0,x
2/27/1991,Unmarried,,Uneducated,Self-Employed,Believer,Prison Break,Suzuki,Male,Lebanese,Heavy Metal,6 to 10,Basketball,Black,Fox News,0-10 KM,0-250 KM,Action,Biology,Whiskey,wonder woman,219.0,y
12/20/1979,Divorced,,Post-Graduate,Self-Employed,Agnostic,Breaking Bad,Ford,Male,Chinese,Classical,10 to 12,Swimming,purple,Associated Press,60-80 KM,1000-1500 KM,Thriller,Maths,Beer,Thor,221.0,y
10/7/1980,Unmarried,100k-300k,High-School,Unemployed,Believer,Friends,Suzuki,,Italian,Rap,6 to 10,Soccer,Black,New York Times,10-25 KM,250-500 KM,Horror,Chemistry,Vodka,superman,1224.0,x
11/20/1965,Unmarried,300k-500k,Graduate,Self-Employed,Believer,How I Met your mother,Audi,Female,French,Rap,6 to 10,Soccer,Black,New York Times,25-40 KM,1500-2000 KM,Action,Biology,Gin,wonder woman,306.0,y
7/15/1975,Married,500k-700k,Uneducated,Self-Employed,Atheist,Flash,BMW,Male,Thai,Heavy Metal,6 to 10,Baseball,Black,Fox News,40-60 KM,1500-2000 KM,Historical,Civics,,Ironman,163.0,y
1/13/1986,Unmarried,100k-300k,High-School,Employed,Believer,Narcos,Ford,,Italian,Hip-Hop,15-18,Soccer,Blue,Huffington Post,40-60 KM,0-250 KM,Drama,Physics,Non Drinkers,Batman,344.0,y
4/14/1985,Married,100k-300k,Post-Graduate,Employed,Atheist,How I Met your mother,Suzuki,,Lebanese,Heavy Metal,3 to 5,Rugby,Green,New York Times,10-25 KM,250-500 KM,Comedy,Art,Gin,Thor,886.0,x
11/7/1981,Unmarried,100k-300k,Graduate,Employed,Believer,Breaking Bad,Suzuki,,Italian,Hip-Hop,15-18,Basketball,Orange,Reuters,60-80 KM,500-1000 KM,Comedy,History,,Thor,1460.0,y
11/26/1982,Unmarried,100k-300k,Graduate,Employed,Believer,How I Met your mother,Suzuki,Male,Chinese,Heavy Metal,1 to 3,Soccer,Black,Fox News,10-25 KM,250-500 KM,Horror,Chemistry,Non Drinkers,spiderman,431.0,x
5/4/1982,Married,500k-700k,Post-Graduate,Employed,Atheist,Big Bang Theory,Toyota,Male,Chinese,Classical,10 to 12,Baseball,Red,CNN,25-40 KM,250-500 KM,Action,Physics,Non Drinkers,wonder woman,788.0,y
6/13/1961,Married,300k-500k,Uneducated,Unemployed,Believer,sherlock,Audi,Female,Italian,Rap,6 to 10,Basketball,Green,New York Times,0-10 KM,0-250 KM,Thriller,Biology,Non Drinkers,Thor,317.0,x
9/20/1986,Married,500k-700k,High-School,Self-Employed,Believer,Narcos,BMW,Male,Thai,Country,12 to 15,Rugby,purple,Associated Press,0-10 KM,1500-2000 KM,Drama,Physics,Non Drinkers,Batman,455.0,y
1/18/1984,Married,300k-500k,Graduate,Unemployed,Atheist,Game of Thrones,Audi,Female,Mediterranean,Rock,20+,Rugby,Red,Huffington Post,40-60 KM,250-500 KM,Romantic,Commerce,Vodka,Ironman,161.0,x
9/25/1977,Unmarried,100k-300k,Uneducated,Unemployed,Believer,Game of Thrones,Nissan,Female,Italian,Hip-Hop,15-18,Basketball,Red,Huffington Post,40-60 KM,250-500 KM,Drama,Physics,,Batman,333.0,x
12/8/1995,Married,500k-700k,High-School,Self-Employed,Agnostic,Narcos,BMW,Female,Italian,Hip-Hop,15-18,Baseball,Blue,CNN,25-40 KM,500-1000 KM,Horror,Economics,Rum,spiderman,691.0,x
12/28/1980,Unmarried,,High-School,Employed,Believer,Game of Thrones,Toyota,Male,Lebanese,Country,12 to 15,Soccer,purple,Associated Press,60-80 KM,0-250 KM,Thriller,Maths,Vodka,Thor,1482.0,x
7/7/1987,Married,300k-500k,High-School,Self-Employed,Believer,Breaking Bad,Ford,Female,French,Hip-Hop,15-18,Rugby,Blue,CNN,25-40 KM,250-500 KM,Horror,Economics,Beer,spiderman,1279.0,x
11/11/1963,Married,100k-300k,Uneducated,Unemployed,Atheist,Narcos,Ford,Male,Chinese,Classical,10 to 12,Baseball,Red,CNN,25-40 KM,500-1000 KM,Action,Physics,Rum,wonder woman,172.0,x
2/27/1991,Married,300k-500k,High-School,Employed,Atheist,Big Bang Theory,Ford,,Lebanese,Country,12 to 15,Rugby,Blue,CNN,25-40 KM,1000-1500 KM,Thriller,Maths,Non Drinkers,Thor,714.0,x
11/30/1984,Unmarried,0-100K,Post-Graduate,Self-Employed,Agnostic,Flash,Ford,Male,NOISE,Rap,6 to 10,cycling,Yellow,BBC,10-25 KM,250-500 KM,Drama,Chemistry,wine,Batman,399.0,x
6/25/1987,Married,100k-300k,Post-Graduate,Unemployed,Believer,Breaking Bad,Suzuki,Female,French,Hip-Hop,15-18,Basketball,Red,CNN,25-40 KM,500-1000 KM,Historical,Commerce,Beer,NOISE,553.0,y
3/30/1975,Married,300k-500k,Graduate,Employed,Agnostic,How I Met your mother,Daimler-Benz,,Italian,Rap,6 to 10,Baseball,White,MSN,10-25 KM,0-250 KM,Comedy,Art,Gin,The hulk,314.0,x
2/18/1971,Unmarried,100k-300k,Uneducated,Employed,Believer,How I Met your mother,Ford,Female,Indian,Rap,6 to 10,Soccer,Black,New York Times,10-25 KM,250-500 KM,Horror,Chemistry,Non Drinkers,spiderman,121.0,y
12/11/1973,Married,100k-300k,Graduate,Self-Employed,Believer,narcos,Honda,Female,Indian,Rock,18-20,Basketball,Blue,CNN,25-40 KM,0-250 KM,Historical,History,,The hulk,789.0,y
8/7/1978,,500k-700k,Uneducated,Employed,Believer,Friends,BMW,Male,Thai,Light Metal,6 to 10,Rugby,White,MSN,0-10 KM,0-250 KM,Action,Biology,wine,wonder woman,482.0,x
1/6/1973,,,High-School,Self-Employed,Believer,Flash,Honda,,Italian,Rap,6 to 10,Basketball,Yellow,NOISE,10-25 KM,250-500 KM,Romantic,English,Rum,Ironman,1076.0,y
6/20/1994,Married,0-100K,Uneducated,Self-Employed,Believer,Big Bang Theory,Ford,Female,French,Rock,15-18,Rugby,Red,Reuters,25-40 KM,500-1000 KM,Comedy,History,Non Drinkers,Thor,615.0,y
12/20/1994,Unmarried,100k-300k,Graduate,Self-Employed,Agnostic,Friends,Ford,Male,Lebanese,Heavy Metal,3 to 5,cycling,Black,Fox News,0-10 KM,0-250 KM,Horror,Chemistry,Beer,spiderman,1390.0,x
9/13/1994,Married,500k-700k,Uneducated,Employed,Believer,Narcos,BMW,Male,Lebanese,Country,12 to 15,Rugby,purple,Associated Press,10-25 KM,2000+ KM,Horror,Physics,Rum,spiderman,1082.0,y
6/21/1965,Married,300k-500k,Uneducated,Self-Employed,atheist,Friends,Audi,Male,Lebanese,Heavy Metal,3 to 5,Rugby,Black,Fox News,10-25 KM,250-500 KM,Horror,Chemistry,Vodka,spiderman,1038.0,x
6/20/1990,Married,100k-300k,High-School,Employed,Believer,How I Met your mother,Ford,Male,Mexican,Light Metal,6 to 10,Basketball,Yellow,BBC,10-25 KM,250-500 KM,Historical,Art,Gin,The hulk,223.0,y
5/15/1977,Married,100k-300k,Post-Graduate,Unemployed,Believer,Narcos,Suzuki,Male,Mexican,Country,12 to 15,Basketball,Blue,Huffington Post,40-60 KM,250-500 KM,Romantic,Commerce,Gin,Ironman,1449.0,y
6/19/1994,Unmarried,500k-700k,Post-Graduate,Unemployed,Believer,Friends,Toyota,Male,Chinese,Heavy Metal,1 to 3,Soccer,Yellow,BBC,0-10 KM,0-250 KM,Thriller,Biology,Beer,Thor,1215.0,x
3/6/1974,Married,0-100K,Post-Graduate,Self-Employed,Atheist,narcos,Ford,Female,French,Rock,18-20,Rugby,Red,Reuters,25-40 KM,1000-1500 KM,Thriller,Maths,Rum,Thor,978.0,y
8/12/1995,Divorced,100k-300k,Post-Graduate,Self-Employed,Agnostic,Breaking Bad,Suzuki,Female,Italian,Hip-Hop,15-18,Swimming,Red,Huffington Post,40-60 KM,1000-1500 KM,Drama,Physics,Beer,spiderman,861.0,x
7/8/1984,Married,300k-500k,Uneducated,Employed,believer,Dexter,Audi,Female,Indian,Rock,18-20,Basketball,Blue,NOISE,25-40 KM,1000-1500 KM,Horror,Physics,Vodka,spiderman,527.0,x
10/12/1965,Married,100k-300k,Uneducated,Unemployed,Agnostic,Breaking Bad,Nissan,Male,Lebanese,Classical,12 to 15,Cricket,Blue,CNN,25-40 KM,250-500 KM,Thriller,Maths,Beer,Thor,290.0,x
6/23/1968,Unmarried,,Post-Graduate,Self-Employed,Believer,Breaking Bad,Wolkswagen,Male,Mexican,Hip-Hop,15-18,Basketball,Red,Reuters,60-80 KM,500-1000 KM,Horror,Economics,Beer,spiderman,1221.0,x
4/27/1963,Unmarried,100k-300k,Post-Graduate,Self-Employed,agnostic,Friends,Suzuki,Male,Mexican,Rap,6 to 10,volleyball,White,Fox News,0-10 KM,0-250 KM,Comedy,Art,,The hulk,1167.0,x
5/3/1972,Unmarried,100k-300k,Uneducated,Employed,Believer,Big Bang Theory,honda,Female,Indian,Rock,18-20,Basketball,purple,Associated Press,10-25 KM,1500-2000 KM,Horror,Economics,Non Drinkers,spiderman,1264.0,y
11/16/1991,Unmarried,300k-500k,Uneducated,Unemployed,Believer,How I Met your mother,Toyota,,Mediterranean,Rap,6 to 10,Soccer,White,Fox News,10-25 KM,250-500 KM,Action,Biology,Non Drinkers,NOISE,131.0,x
2/9/1972,Unmarried,100k-300k,High-School,Self-Employed,Believer,Narcos,Suzuki,Female,French,Hip-Hop,15-18,Basketball,Blue,Huffington Post,40-60 KM,1000-1500 KM,Action,Physics,Gin,wonder woman,710.0,y
9/16/1974,Married,0-100K,High-School,Employed,Agnostic,Narcos,Ford,Male,Italian,Hip-Hop,15-18,Cricket,Blue,Huffington Post,40-60 KM,250-500 KM,Drama,Physics,Rum,Batman,1094.0,x
4/16/1988,Unmarried,0-100K,High-School,Self-Employed,Believer,How I Met your mother,GM,Female,French,Rap,6 to 10,Soccer,White,MSN,10-25 KM,250-500 KM,Horror,Chemistry,Non Drinkers,spiderman,387.0,x
3/18/1964,Unmarried,300k-500k,,Self-Employed,Believer,Breaking Bad,Daimler-Benz,Female,Mediterranean,Rock,18-20,Basketball,purple,Associated Press,0-10 KM,2000+ KM,Drama,Physics,Beer,Batman,230.0,y
1/23/1967,Unmarried,500k-700k,Graduate,Employed,Agnostic,Friends,Toyota,Female,Korean,Rap,6 to 10,cycling,Green,New York Times,10-25 KM,0-250 KM,Drama,Chemistry,Beer,Batman,434.0,x
12/2/1971,Married,300k-500k,High-School,Employed,Believer,Breaking Bad,Daimler-Benz,Male,Lebanese,Country,12 to 15,Basketball,Blue,CNN,25-40 KM,250-500 KM,Comedy,History,wine,The hulk,1281.0,y
9/4/1979,Married,100k-300k,Uneducated,Unemployed,Agnostic,Narcos,Suzuki,Male,Italian,Hip-Hop,15-18,Cricket,purple,Associated Press,10-25 KM,1500-2000 KM,Historical,History,Gin,The hulk,1124.0,x
2/12/1983,Unmarried,500k-700k,Uneducated,Employed,Agnostic,Prison Break,BMW,Female,Mediterranean,Rap,6 to 10,volleyball,Green,New York Times,10-25 KM,250-500 KM,Thriller,Biology,Whiskey,Thor,331.0,x
3/5/1970,Unmarried,300k-500k,High-School,Self-Employed,Believer,flash,Wolkswagen,,Lebanese,Heavy Metal,3 to 5,Soccer,Yellow,BBC,10-25 KM,250-500 KM,Comedy,Art,Rum,Thor,221.0,y
3/5/1983,Married,300k-500k,,Self-Employed,Believer,Narcos,daimler-benz,Female,Indian,Rock,18-20,Basketball,Blue,Huffington Post,40-60 KM,1000-1500 KM,Action,Physics,Rum,wonder woman,186.0,y
11/24/1987,Unmarried,500k-700k,Post-Graduate,Employed,Believer,Narcos,Daimler-Benz,Male,Lebanese,Classical,12 to 15,Basketball,Blue,Huffington Post,40-60 KM,0-250 KM,Thriller,Maths,Rum,Thor,747.0,x
11/23/1981,,0-100K,Uneducated,Unemployed,Agnostic,How I Met your mother,GM,Female,Indian,Rap,6 to 10,Swimming,Yellow,BBC,0-10 KM,0-250 KM,Historical,Civics,Gin,The hulk,1292.0,x
8/19/1970,Married,300k-500k,High-School,Unemployed,Believer,Friends,Ford,Female,Italian,Rap,6 to 10,Basketball,Black,Fox News,10-25 KM,250-500 KM,Horror,Chemistry,Vodka,spiderman,1431.0,y
1/18/1992,Unmarried,300k-500k,Graduate,Unemployed,Believer,Friends,Audi,Male,Mexican,Rap,6 to 10,Soccer,Yellow,BBC,10-25 KM,250-500 KM,Drama,Chemistry,Beer,Batman,110.0,y
3/23/1973,Unmarried,100k-300k,Post-Graduate,Employed,Believer,Friends,Suzuki,Male,Thai,Heavy Metal,6 to 10,Soccer,Black,Fox News,0-10 KM,0-250 KM,Thriller,Biology,Vodka,Thor,325.0,y
4/12/1964,,0-100K,,Employed,Agnostic,Breaking Bad,Ford,Male,Mexican,Hip-Hop,15-18,volleyball,Red,Huffington Post,40-60 KM,500-1000 KM,Drama,Physics,Rum,Batman,65.0,y
11/23/1993,,300k-500k,Uneducated,Employed,Atheist,Prison Break,Daimler-Benz,Female,Italian,Rap,6 to 10,Rugby,Yellow,BBC,10-25 KM,0-250 KM,Historical,Civics,Vodka,Ironman,1026.0,x
10/31/1977,Married,300k-500k,Graduate,Employed,Atheist,Friends,daimler-benz,Male,NOISE,Heavy Metal,6 to 10,Baseball,White,NOISE,60-80 KM,2000+ KM,Historical,Civics,Vodka,The hulk,707.0,y
11/11/1979,Unmarried,300k-500k,Uneducated,Unemployed,Agnostic,Prison Break,Daimler-Benz,Male,Thai,Heavy Metal,6 to 10,volleyball,Black,Fox News,0-10 KM,0-250 KM,Horror,Chemistry,Whiskey,superman,286.0,y
10/20/1985,Divorced,300k-500k,Post-Graduate,Unemployed,Agnostic,Game of Thrones,Toyota,Male,Lebanese,Country,12 to 15,Swimming,purple,NOISE,60-80 KM,1000-1500 KM,Romantic,Commerce,Whiskey,Ironman,1177.0,y
7/1/1989,Married,300k-500k,Uneducated,Self-Employed,Believer,Friends,Audi,Male,Lebanese,Heavy Metal,3 to 5,Basketball,Green,New York Times,10-25 KM,0-250 KM,Drama,Chemistry,Vodka,Batman,1440.0,x
3/21/1979,Unmarried,0-100K,Uneducated,Unemployed,Believer,Breaking Bad,GM,Female,French,Rock,15-18,Soccer,Orange,Reuters,60-80 KM,500-1000 KM,Drama,Physics,Beer,Batman,1352.0,y
1/7/1980,Unmarried,500k-700k,Post-Graduate,Employed,Believer,Breaking Bad,BMW,Female,French,Hip-Hop,15-18,Basketball,Blue,CNN,25-40 KM,500-1000 KM,Historical,Commerce,Beer,The hulk,123.0,x
1/13/1971,Divorced,0-100K,High-School,Employed,Agnostic,Breaking Bad,GM,Female,Indian,Rock,18-20,Swimming,Blue,NOISE,25-40 KM,1000-1500 KM,Thriller,Maths,Beer,Thor,1427.0,x
11/4/1962,Unmarried,100k-300k,Post-Graduate,Unemployed,Believer,Big Bang Theory,Suzuki,Female,Indian,Rock,18-20,Basketball,Red,Reuters,60-80 KM,250-500 KM,Horror,Physics,Non Drinkers,spiderman,704.0,x
8/19/1974,Unmarried,300k-500k,,Self-Employed,Agnostic,Narcos,Daimler-Benz,Female,Indian,Rock,18-20,cycling,Blue,Huffington Post,40-60 KM,250-500 KM,Drama,Physics,Rum,wonder woman,669.0,x
8/14/1985,Unmarried,100k-300k,Post-Graduate,Employed,Believer,How I Met your mother,Suzuki,Female,Indian,Rap,6 to 10,Soccer,Yellow,BBC,10-25 KM,250-500 KM,Romantic,English,Non Drinkers,Ironman,1364.0,x
9/22/1992,Married,300k-500k,High-School,Self-Employed,Agnostic,Friends,Ford,Female,Italian,Rap,6 to 10,Baseball,Green,New York Times,0-10 KM,0-250 KM,Horror,Chemistry,Beer,spiderman,780.0,y
8/22/1977,Unmarried,0-100K,Graduate,Self-Employed,Believer,Friends,Ford,Male,Thai,Heavy Metal,6 to 10,Soccer,Yellow,NOISE,10-25 KM,250-500 KM,Comedy,Art,Vodka,The hulk,1183.0,y
9/30/1989,Unmarried,500k-700k,Graduate,Unemployed,Believer,Friends,Toyota,,Thai,Heavy Metal,6 to 10,Basketball,White,MSN,10-25 KM,0-250 KM,Comedy,Art,Beer,The hulk,152.0,y
8/8/1975,Unmarried,0-100K,Graduate,Unemployed,Believer,Prison Break,GM,Male,Chinese,Heavy Metal,1 to 3,Basketball,Yellow,BBC,25-40 KM,1000-1500 KM,Romantic,Civics,Whiskey,Ironman,195.0,y
8/6/1965,Unmarried,500k-700k,Uneducated,Self-Employed,Agnostic,Narcos,Toyota,Male,Lebanese,Country,12 to 15,cycling,Red,Huffington Post,40-60 KM,500-1000 KM,Comedy,History,Rum,The hulk,337.0,y
2/25/1960,Married,100k-300k,High-School,Unemployed,Atheist,Breaking Bad,Suzuki,Male,Mexican,Hip-Hop,12 to 15,Rugby,Red,CNN,25-40 KM,250-500 KM,Historical,Commerce,Beer,Ironman,1139.0,x
6/11/1974,Divorced,0-100K,Graduate,Unemployed,Agnostic,Breaking Bad,Ford,Male,Lebanese,Classical,12 to 15,Swimming,Red,CNN,25-40 KM,250-500 KM,Romantic,Commerce,wine,Ironman,428.0,x
10/27/1994,,300k-500k,High-School,Self-Employed,Agnostic,Narcos,Audi,Male,Mexican,Hip-Hop,15-18,Cricket,purple,Associated Press,10-25 KM,2000+ KM,Action,Physics,Rum,wonder woman,1335.0,x
1/13/1979,Married,,Graduate,Unemployed,Atheist,Flash,Audi,Male,Chinese,Heavy Metal,1 to 3,Rugby,Black,Fox News,10-25 KM,0-250 KM,Horror,Chemistry,Rum,superman,242.0,x
3/26/1965,Unmarried,500k-700k,Post-Graduate,Employed,Believer,Prison Break,Toyota,Male,Mexican,Rap,6 to 10,Soccer,Green,BBC,10-25 KM,250-500 KM,Comedy,Art,Whiskey,The hulk,47.0,y
5/27/1991,Married,700k-1 Million,Post-Graduate,Unemployed,Atheist,Breaking Bad,Jaguar,,Chinese,Classical,10 to 12,Baseball,Blue,CNN,25-40 KM,1000-1500 KM,Romantic,Commerce,wine,Ironman,1018.0,y
11/29/1994,Unmarried,500k-700k,High-School,Self-Employed,Agnostic,breaking bad,Toyota,Male,Lebanese,Classical,10 to 12,cycling,Red,Huffington Post,40-60 KM,0-250 KM,Drama,Physics,wine,Batman,156.0,x
5/14/1963,Married,300k-500k,,Employed,Atheist,Breaking Bad,Toyota,Male,NOISE,Hip-Hop,15-18,Rugby,Blue,Huffington Post,40-60 KM,500-1000 KM,Comedy,Maths,Beer,Thor,595.0,x
4/7/1969,Unmarried,0-100K,Post-Graduate,Self-Employed,Believer,Narcos,GM,Female,Indian,Rock,18-20,Soccer,Red,Huffington Post,40-60 KM,250-500 KM,Drama,Physics,,Batman,1485.0,x
3/26/1987,,500k-700k,High-School,Unemployed,Agnostic,Breaking Bad,Toyota,Female,French,Hip-Hop,15-18,Baseball,Red,Huffington Post,40-60 KM,500-1000 KM,Historical,Commerce,,Ironman,905.0,x
10/14/1961,Divorced,100k-300k,High-School,Self-Employed,Agnostic,Flash,Honda,Male,Chinese,Heavy Metal,3 to 5,Swimming,Black,Fox News,10-25 KM,250-500 KM,Historical,Civics,wine,The hulk,555.0,x
2/12/1987,Unmarried,,High-School,Employed,Believer,Narcos,Daimler-Benz,Male,Chinese,Classical,10 to 12,Soccer,Blue,Huffington Post,40-60 KM,1000-1500 KM,Comedy,Maths,Rum,Thor,1092.0,y
7/5/1973,Married,100k-300k,High-School,Unemployed,Agnostic,Game of Thrones,Ford,Male,Italian,Hip-Hop,15-18,Cricket,Red,CNN,25-40 KM,500-1000 KM,Thriller,Maths,Whiskey,Thor,660.0,x
3/16/1962,Married,300k-500k,Uneducated,Employed,Atheist,Friends,Daimler-Benz,Female,NOISE,Rap,6 to 10,Baseball,Black,New York Times,60-80 KM,2000+ KM,Drama,Chemistry,Beer,Batman,1346.0,x
8/25/1993,Married,300k-500k,High-School,Employed,Atheist,Narcos,Wolkswagen,Female,Indian,Rock,18-20,Baseball,Blue,NOISE,40-60 KM,1000-1500 KM,Action,Physics,Rum,wonder woman,906.0,y
8/10/1983,Unmarried,100k-300k,Post-Graduate,Employed,Believer,Friends,Suzuki,Male,Lebanese,Heavy Metal,3 to 5,Soccer,Black,Fox News,10-25 KM,250-500 KM,Horror,Chemistry,Beer,spiderman,62.0,x
12/8/1974,Unmarried,100k-300k,High-School,Unemployed,Believer,Breaking Bad,Suzuki,Male,Mexican,Hip-Hop,15-18,Soccer,Red,NOISE,25-40 KM,250-500 KM,Thriller,Maths,Beer,Thor,1067.0,y
4/17/1983,Married,0-100K,Uneducated,Unemployed,Atheist,Friends,GM,Male,Thai,Heavy Metal,6 to 10,Rugby,Green,New York Times,0-10 KM,0-250 KM,Historical,Civics,Vodka,Ironman,659.0,x
12/6/1961,Unmarried,100k-300k,,Employed,Agnostic,Narcos,Ford,Male,NOISE,Classical,10 to 12,cycling,purple,Associated Press,60-80 KM,250-500 KM,Comedy,History,Rum,The hulk,11890.0,y
9/14/1972,Unmarried,500k-700k,Uneducated,Self-Employed,Agnostic,Friends,BMW,Male,Chinese,Heavy Metal,1 to 3,volleyball,Green,New York Times,0-10 KM,0-250 KM,Romantic,English,,Ironman,1197.0,x
2/20/1960,Married,500k-700k,Graduate,Employed,Atheist,Friends,Toyota,Female,French,Rap,6 to 10,Baseball,Black,Fox News,40-60 KM,2000+ KM,Action,Biology,Beer,wonder woman,1033.0,y
5/30/1985,Married,300k-500k,Uneducated,Employed,Believer,Game of Thrones,Audi,Male,Mexican,Hip-Hop,15-18,Rugby,Red,Huffington Post,40-60 KM,250-500 KM,Horror,Economics,Vodka,superman,477.0,y
8/30/1988,Unmarried,300k-500k,High-School,Employed,Believer,flash,Daimler-Benz,,French,Rap,6 to 10,Basketball,White,Fox News,60-80 KM,2000+ KM,Historical,Civics,Rum,Ironman,822.0,x
4/3/1970,Unmarried,500k-700k,Graduate,Employed,Believer,Friends,Toyota,Female,Mediterranean,Rap,6 to 10,Soccer,White,Fox News,10-25 KM,0-250 KM,Action,Biology,Vodka,wonder woman,998.0,y
